principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4288 - 6845/6846,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4289 - 6847/6848,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4290 - 6849/6850,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4291 - 6851/6852,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4292 - 6853/6854,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4293 - 6855/6856,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4294 - 6857/6858,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4295 - 6859/6860,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4296 - 6861/6862,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4297 - 6863/6864,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4299 - 9501/9502,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4300 - 9503/9504,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4302 - 9507/9508,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4303 - 9509/9510,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4304 - 9511/9512,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4305 - 9513/9514,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4306 - 9515/9516,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4307 - 9517/9518,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4309 - 10669/10670,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,29,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4310 - 10671/10672,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4311 - 10675/10676,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4312 - 10677/10678,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4314 - 10681/10682,LivingSpecimen,Rana,temporaria,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4316 - 10685/10686,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4317 - 10687/10688,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4318 - 10689/10690,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4319 - 10695/10696,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4321 - 8903/8904,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4322 - 8905/8906,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4323 - 8907/8908,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4324 - 8909/8910,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4325 - 8911/8912,LivingSpecimen,Rana,temporaria,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4326 - 8913/8914,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4328 - 8917/8918,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4329 - 8919/8920,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4330 - 8921/8922,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4331 - 8923/8924,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4332 - 8925/8926,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4333 - 8927/8928,LivingSpecimen,Bufo,bufo,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4334 - 8929/8930,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2020,51.403281,6.995988,BsalGer4889 - 9796/9780,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2020,51.403281,6.995988,BsalGer4890 - 9793/9800,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2020,51.403281,6.995988,BsalGer4892 - 9794/9799,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2020,51.403281,6.995988,BsalGer4893 - 9783/9789,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2018,51.403281,6.995988,BsalGer3974 - 4651/4652,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,11,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,"BsalGer4031 - 5514, 5574",LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,1,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4062 - 7989/7999,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4079 - 8221/8222,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4082 - 8227/8228,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4125 - 9043/9044,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,24,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4168 - 9239/9240,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4209 - 9323/9324,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4224 - 9353/9354,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4226 - 9357/9358,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
