dataStatus,principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,basisOfRecord,fatal,quantityDetected,monthCollected,dayCollected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,diseaseLineage,genotypeMethod,testMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,diagnosticLab,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1384 - SO-2018-023,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1386 - SO-2018-025,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1387 - SO-2018-026,Bufo,bufo,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1389 - SO-2018-028,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1390 - SO-2018-029,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1391 - SO-2018-030,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1392 - SO-2018-031,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1393 - SO-2018-032,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1394 - SO-2018-033,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1395 - SO-2018-034,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1396 - SO-2018-035,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1398 - SO-2018-037,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1399 - 6071/6072,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1400 - 6073/6074,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1401 - 6075/6076,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1402 - 6501/6502,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1403 - 6503/6504,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1404 - 6505/6506,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1405 - 6507/6508,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1406 - 6509/6510,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1407 - 6511/6512,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1408 - 6513/6514,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1409 - 6515/6516,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1410 - 6517/6518,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1411 - 6519/6520,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1412 - 6521/6522,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1413 - 6523/6524,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1414 - 6525/6526,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1415 - 6529/6530,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1416 - 6531/6532,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1417 - 6171/6172,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1418 - 6173/6174,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1419 - 6175/6176,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1420 - 6177/6178,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1421 - 6179/6180,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,extra-01,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,NA,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1422 - 6181/6182,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2204 - SO 1,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2205 - SO 2,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2206 - SO 3,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2207 - SO 4,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2208 - SO 5,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2209 - SO 6,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2210 - SO 7,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2211 - SO 8,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2212 - SO 9,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2213 - SO 10,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2214 - SO 11,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2215 - SO 12,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2216 - SO 13,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2217 - SO 14,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2218 - SO 15,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2219 - SO 16,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2220 - SO 17,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2221 - SO 18,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2487 - SO1,Salamandra,salamandra,swabbing,Bsal,TRUE,LivingSpecimen,FALSE,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2488 - SO2,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,12,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2489 - SO3,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,12,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2490 - SO4,Salamandra,salamandra,swabbing,Bsal,FALSE,DeadSpecimen,TRUE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2491 - SO4,Salamandra,salamandra,swabbing,Bsal,FALSE,DeadSpecimen,TRUE,,10,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer3095 - SO-005,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,2,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,W,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
